"Status";"Gas Day Start (status at 6AM CET)";"Gas Day End";"Gas in storage (TWh)";"Full (%)";"Trend (%)";"Injection (GWh/d)";"Withdrawal (GWh/d)";"Technical Capacity (TWh)";"Injection capacity (GWh/d)";"Withdrawal capacity (GWh/d)";"Contracted Capacity (TWh)";"Available Capacity (TWh)"
"E";"2020-04-04";"2020-04-05";"618.651";"54.62";"0.15";"2426";"732.8";"1132.724";"11958.39";"19939.98";"0";"0"
"E";"2020-04-03";"2020-04-04";"616.9061";"54.46";"0";"1586.27";"1494";"1132.724";"11958.43";"19939.87";"0";"0"
"E";"2020-04-02";"2020-04-03";"616.8513";"54.46";"0";"1245.19";"1784.5";"1132.724";"11958.48";"19939.74";"0";"0"
"E";"2020-04-01";"2020-04-02";"616.8787";"54.49";"0.09";"1834.87";"2653.3";"1132.056";"11947.25";"19912.24";"0";"0"
"E";"2020-03-31";"2020-04-01";"615.8062";"54.32";"-0.32";"574.7";"3994.4";"1133.6891";"11988.58";"19935.79";"0";"0"
"E";"2020-03-30";"2020-03-31";"619.3996";"54.62";"-0.19";"568.57";"3631.4";"1133.9932";"11947.5";"19950.37";"0";"0"
"E";"2020-03-29";"2020-03-30";"621.6017";"54.81";"-0.1";"830.89";"1964.8";"1134.007";"11947.49";"19951.28";"0";"0"
"E";"2020-03-28";"2020-03-29";"622.7343";"54.95";"-0.03";"928.24";"1283.3";"1133.177";"11769.95";"19680.19";"0";"0"
"E";"2020-03-27";"2020-03-28";"623.0789";"54.94";"-0.13";"611.98";"2103";"1134.007";"11947.33";"19951.71";"0";"0"
"E";"2020-03-26";"2020-03-27";"624.5714";"55.08";"-0.24";"488.25";"3237.8";"1134.007";"11947.18";"19952.11";"0";"0"
"E";"2020-03-25";"2020-03-26";"627.3276";"55.32";"-0.26";"468.1";"3426.4";"1134.007";"11947.02";"19952.51";"0";"0"
"E";"2020-03-24";"2020-03-25";"630.3091";"55.58";"-0.24";"531.91";"3188.3";"1134.0065";"11946.6";"19953.62";"0";"0"
"E";"2020-03-23";"2020-03-24";"632.9782";"55.82";"-0.24";"602.06";"3279.6";"1134.0065";"11946.38";"19954.22";"0";"0"
"E";"2020-03-22";"2020-03-23";"635.7275";"56.06";"-0.08";"1258.88";"2205.6";"1134.0026";"11946.27";"19954.25";"0";"0"
"E";"2020-03-21";"2020-03-22";"636.6722";"56.14";"0.05";"1680.54";"1754.9";"1134.0026";"11946.21";"19954.4";"0";"0"
"E";"2020-03-20";"2020-03-21";"636.1143";"56.25";"-0.05";"1192.31";"1783.5";"1130.8675";"11856.95";"19964.08";"0";"0"
"E";"2020-03-19";"2020-03-20";"636.7046";"56.3";"-0.1";"867.84";"2008.9";"1130.8674";"11856.27";"19965.84";"0";"0"
"E";"2020-03-18";"2020-03-19";"637.8341";"56.4";"-0.1";"750.76";"1882.7";"1130.8674";"11855.72";"19967.28";"0";"0"
"E";"2020-03-17";"2020-03-18";"638.9513";"56.5";"-0.12";"837.82";"2209.7";"1130.8674";"11855.15";"19968.8";"0";"0"
"E";"2020-03-16";"2020-03-17";"640.3144";"56.67";"-0.17";"739.48";"2684.7";"1129.9658";"11854.35";"19970.89";"0";"0"
"E";"2020-03-15";"2020-03-16";"642.277";"56.84";"-0.05";"897.69";"1979.7";"1129.9382";"11853.23";"19972.12";"0";"0"
"E";"2020-03-14";"2020-03-15";"642.8412";"56.89";"-0.15";"865.39";"2478.4";"1129.9382";"11852.54";"19973.96";"0";"0"
"E";"2020-03-13";"2020-03-14";"644.4851";"57.04";"-0.23";"391.71";"3025.9";"1129.9382";"11866.26";"19937.74";"0";"0"
"E";"2020-03-12";"2020-03-13";"647.1269";"57.27";"-0.13";"792.26";"2250.3";"1129.9382";"11851.23";"19977.4";"0";"0"
"E";"2020-03-11";"2020-03-12";"648.5719";"57.4";"-0.14";"863.41";"2496.5";"1129.9382";"11850.55";"19979.19";"0";"0"
"E";"2020-03-10";"2020-03-11";"650.206";"57.54";"-0.24";"532.19";"3235.5";"1129.9382";"11849.82";"20008.14";"0";"0"
"E";"2020-03-09";"2020-03-10";"652.9241";"57.78";"-0.34";"396.22";"3866.7";"1129.9382";"11849.1";"20010.02";"0";"0"
"E";"2020-03-08";"2020-03-09";"656.7644";"58.1";"-0.15";"875.24";"2527.2";"1130.3942";"11889.47";"20377.42";"0";"0"
"E";"2020-03-07";"2020-03-08";"658.413";"58.25";"-0.18";"578.52";"2991.5";"1130.3942";"11888.8";"20379.18";"0";"0"
"E";"2020-03-06";"2020-03-07";"660.4823";"58.43";"-0.36";"416.4";"4479";"1130.3941";"11887.7";"20382.06";"0";"0"
"E";"2020-03-05";"2020-03-06";"664.5606";"58.79";"-0.43";"328.4";"5190.4";"1130.3941";"11886.59";"20384.99";"0";"0"
"E";"2020-03-04";"2020-03-05";"669.4575";"59.25";"-0.46";"274.96";"5459.5";"1129.8919";"11901.47";"20411.3";"0";"0"
"E";"2020-03-03";"2020-03-04";"674.6701";"59.66";"-0.42";"291.54";"5065.6";"1130.7919";"11834.94";"20297.82";"0";"0"
"E";"2020-03-02";"2020-03-03";"679.4609";"60.09";"-0.43";"335.78";"5065.7";"1130.7919";"11834.9";"20218.31";"0";"0"
"E";"2020-03-01";"2020-03-02";"684.3587";"60.52";"-0.17";"940.92";"3343";"1130.7703";"11834.58";"20138.2";"0";"0"
"E";"2020-02-29";"2020-03-01";"686.2543";"60.73";"-0.21";"1050.66";"3389.7";"1129.9753";"11885.15";"20389.92";"0";"0"
"E";"2020-02-28";"2020-02-29";"688.6444";"60.94";"-0.45";"491.62";"5552.6";"1129.9753";"11885.16";"20303.88";"0";"0"
"E";"2020-02-27";"2020-02-28";"693.7583";"61.4";"-0.55";"280.66";"6612";"1129.9753";"11884.97";"20242.69";"0";"0"
"E";"2020-02-26";"2020-02-27";"699.9329";"61.94";"-0.51";"221.6";"6019.7";"1129.9752";"11884.62";"20391.29";"0";"0"
"E";"2020-02-25";"2020-02-26";"705.7424";"62.46";"-0.31";"440.44";"3943.4";"1129.9752";"11884.58";"20391.39";"0";"0"
"E";"2020-02-24";"2020-02-25";"709.2964";"62.77";"-0.3";"450.73";"3752.6";"1129.9752";"11884.49";"20391.62";"0";"0"
"E";"2020-02-23";"2020-02-24";"712.6942";"63.07";"-0.17";"799.54";"2664.9";"1129.9732";"11884.48";"20391.52";"0";"0"
"E";"2020-02-22";"2020-02-23";"714.5796";"63.24";"-0.21";"759.98";"3161.7";"1129.9732";"11884.51";"20391.46";"0";"0"
"E";"2020-02-21";"2020-02-22";"717.0058";"63.45";"-0.36";"521.86";"4597.6";"1129.9732";"11884.46";"20391.59";"0";"0"
"E";"2020-02-20";"2020-02-21";"721.1215";"63.82";"-0.35";"403.39";"4801.6";"1129.9735";"11884.41";"20391.72";"0";"0"
"E";"2020-02-19";"2020-02-20";"725.0605";"64.17";"-0.42";"382.22";"5096.9";"1129.9734";"11884.34";"20403.46";"0";"0"
"E";"2020-02-18";"2020-02-19";"729.7984";"64.59";"-0.38";"387.97";"4656.1";"1129.9734";"11884.33";"20403.48";"0";"0"
"E";"2020-02-17";"2020-02-18";"734.0642";"64.96";"-0.32";"353.22";"3902.3";"1129.9734";"11884.34";"20403.46";"0";"0"
"E";"2020-02-16";"2020-02-17";"737.6289";"65.28";"-0.15";"833.07";"2503.2";"1129.9734";"11884.29";"20403.57";"0";"0"
"E";"2020-02-15";"2020-02-16";"739.2953";"65.43";"-0.2";"688.96";"2946.4";"1129.9734";"11884.27";"20403.64";"0";"0"
"E";"2020-02-14";"2020-02-15";"741.5443";"65.62";"-0.43";"215.9";"5145.9";"1129.9734";"11883.89";"20404.64";"0";"0"
"E";"2020-02-13";"2020-02-14";"746.4323";"66.06";"-0.53";"254.31";"6180.4";"1129.9734";"11883.32";"20406.14";"0";"0"
"E";"2020-02-12";"2020-02-13";"752.3974";"66.59";"-0.5";"275.91";"5803.2";"1129.9734";"11882.76";"20407.63";"0";"0"
"E";"2020-02-11";"2020-02-12";"758.0185";"67.17";"-0.47";"219.85";"5467.4";"1128.4439";"11882.4";"20408.57";"0";"0"
"E";"2020-02-10";"2020-02-11";"763.2795";"67.55";"-0.34";"323.77";"4647.2";"1129.9734";"11882.21";"20409.07";"0";"0"
"E";"2020-02-09";"2020-02-10";"767.1215";"67.89";"-0.29";"630.5";"3865.6";"1129.9734";"11882.02";"20420.57";"0";"0"
"E";"2020-02-08";"2020-02-09";"770.3505";"68.17";"-0.4";"469.64";"4891.8";"1129.9734";"11881.69";"20421.43";"0";"0"
"E";"2020-02-07";"2020-02-08";"774.8668";"68.57";"-0.51";"184.72";"6031.4";"1129.9734";"11881.38";"20422.26";"0";"0"
"E";"2020-02-06";"2020-02-07";"780.665";"69.09";"-0.63";"193.53";"7306";"1129.9734";"11927.61";"20423.77";"0";"0"
"E";"2020-02-05";"2020-02-06";"787.8058";"69.72";"-0.55";"282.05";"6509.4";"1129.9734";"11880.2";"20425.38";"0";"0"
"E";"2020-02-04";"2020-02-05";"794.0407";"70.27";"-0.45";"249.27";"5336";"1129.9733";"11678.08";"20426.8";"0";"0"
"E";"2020-02-03";"2020-02-04";"799.1545";"70.72";"-0.37";"331.88";"4488.7";"1129.9733";"11879.38";"20427.52";"0";"0"
"E";"2020-02-02";"2020-02-03";"803.3191";"71.09";"-0.2";"831.61";"3064.1";"1129.9733";"11879.31";"20427.71";"0";"0"
"E";"2020-02-01";"2020-02-02";"805.5468";"71.29";"-0.18";"871.53";"3315";"1129.9733";"11879.24";"20427.9";"0";"0"
"E";"2020-01-31";"2020-02-01";"807.5919";"71.47";"-0.44";"479.36";"5060.7";"1129.9733";"11879.07";"20486.14";"0";"0"
"E";"2020-01-30";"2020-01-31";"812.5622";"71.97";"-0.49";"231.77";"6689.1";"1128.9733";"11878.59";"20487.42";"0";"0"
"E";"2020-01-29";"2020-01-30";"818.0579";"72.4";"-0.64";"194.48";"7444.1";"1129.9733";"11877.92";"20489.19";"0";"0"
"E";"2020-01-28";"2020-01-29";"825.2882";"73.04";"-0.73";"230.42";"7499.1";"1129.9733";"11877.42";"20490.49";"0";"0"
"E";"2020-01-27";"2020-01-28";"833.5269";"73.77";"-0.61";"255.2";"7121.5";"1129.9733";"11876.8";"20492.15";"0";"0"
"E";"2020-01-26";"2020-01-27";"840.425";"74.38";"-0.52";"396.46";"6257.4";"1129.9694";"11876.08";"20493.8";"0";"0"
"E";"2020-01-25";"2020-01-26";"846.3214";"74.9";"-0.61";"254.06";"7113";"1129.9694";"11875.39";"20495.61";"0";"0"
"E";"2020-01-24";"2020-01-25";"853.2052";"75.51";"-0.74";"219.01";"8576.4";"1129.9694";"11874.62";"20497.64";"0";"0"
"E";"2020-01-23";"2020-01-24";"861.5652";"76.25";"-0.74";"178.47";"8559.7";"1129.9693";"11873.9";"20499.53";"0";"0"
"E";"2020-01-22";"2020-01-23";"869.9594";"76.99";"-0.76";"201.4";"8728.8";"1129.9413";"11872.97";"20500.97";"0";"0"
"E";"2020-01-21";"2020-01-22";"878.534";"77.75";"-0.77";"184.77";"8868.5";"1129.9693";"11873.63";"20500.25";"0";"0"
"E";"2020-01-20";"2020-01-21";"887.2117";"78.52";"-0.68";"172.65";"8376.4";"1129.9693";"11873.06";"20501.75";"0";"0"
"E";"2020-01-19";"2020-01-20";"894.9291";"79.2";"-0.61";"187.51";"7016.4";"1129.9654";"11872.42";"20503.2";"0";"0"
"E";"2020-01-18";"2020-01-19";"901.7984";"79.81";"-0.55";"175.74";"6391.3";"1129.9654";"11871.88";"20504.63";"0";"0"
"E";"2020-01-17";"2020-01-18";"908.0663";"80.36";"-0.56";"135.01";"6440.3";"1129.9654";"11871.34";"20506.05";"0";"0"
"E";"2020-01-16";"2020-01-17";"914.3617";"80.92";"-0.55";"188.57";"6380.6";"1129.9654";"11870.79";"20507.49";"0";"0"
"E";"2020-01-15";"2020-01-16";"920.5596";"81.47";"-0.53";"229.09";"6154.4";"1129.9654";"11870.3";"20508.79";"0";"0"
"E";"2020-01-14";"2020-01-15";"926.5273";"82";"-0.53";"220.96";"6152.2";"1129.9654";"11869.8";"20510.1";"0";"0"
"E";"2020-01-13";"2020-01-14";"932.4817";"82.53";"-0.5";"259.26";"5899.1";"1129.9134";"11868.72";"20510.96";"0";"0"
"E";"2020-01-12";"2020-01-13";"938.1554";"83.03";"-0.42";"325.08";"5037.6";"1129.8859";"11867.97";"20511.2";"0";"0"
"E";"2020-01-11";"2020-01-12";"942.8688";"83.45";"-0.43";"296.31";"5159.6";"1129.8859";"11867.6";"20512.19";"0";"0"
"E";"2020-01-10";"2020-01-11";"947.7232";"83.88";"-0.43";"187.33";"5475.1";"1129.8859";"11867.15";"20513.37";"0";"0"
"E";"2020-01-09";"2020-01-10";"952.5401";"84.3";"-0.5";"216.47";"5870.6";"1129.8859";"11866.61";"20514.8";"0";"0"
"E";"2020-01-08";"2020-01-09";"958.1961";"84.8";"-0.53";"235.36";"6185.1";"1129.8859";"11866.15";"20516.01";"0";"0"
"E";"2020-01-07";"2020-01-08";"964.1855";"85.33";"-0.56";"262.45";"6623.9";"1129.9379";"11866.1";"20518.13";"0";"0"
"E";"2020-01-06";"2020-01-07";"970.5416";"85.9";"-0.52";"126.98";"6041.2";"1129.888";"11865.21";"20518.49";"0";"0"
"E";"2020-01-05";"2020-01-06";"976.4448";"86.42";"-0.39";"281.67";"4717";"1129.8998";"11865.01";"20519.76";"0";"0"
"E";"2020-01-04";"2020-01-05";"980.9073";"86.81";"-0.37";"315.24";"4587.7";"1129.8998";"11864.75";"20520.44";"0";"0"
"E";"2020-01-03";"2020-01-04";"985.1288";"87.19";"-0.4";"321.83";"4807.5";"1129.8998";"11864.31";"20521.61";"0";"0"
"E";"2020-01-02";"2020-01-03";"989.6235";"87.59";"-0.47";"325.91";"5797.1";"1129.8998";"11863.84";"20522.86";"0";"0"
"E";"2020-01-01";"2020-01-02";"994.9453";"88.06";"0";"509.22";"4647.2";"1129.8998";"11863.46";"20523.85";"0";"0"
"E";"2019-12-31";"2020-01-01";"998.8394";"88.4";"-0.28";"481.24";"3624.2";"1129.8998";"11863.17";"20540.61";"0";"0"
"E";"2019-12-30";"2019-12-31";"1001.988";"88.68";"-0.3";"391.59";"3751.5";"1129.8998";"11862.89";"20541.37";"0";"0"
"E";"2019-12-29";"2019-12-30";"1005.4233";"88.98";"-0.23";"553.4";"3114.3";"1129.8958";"11862.64";"20541.78";"0";"0"
"E";"2019-12-28";"2019-12-29";"1007.981";"89.21";"-0.18";"677.45";"2643.4";"1129.8958";"11862.5";"20542.14";"0";"0"
"E";"2019-12-27";"2019-12-28";"1010.0328";"89.39";"-0.15";"697.47";"2333.4";"1129.8958";"11862.37";"20542.49";"0";"0"
"E";"2019-12-26";"2019-12-27";"1011.7511";"89.54";"-0.04";"1022.18";"1439.5";"1129.8958";"11862.45";"20542.27";"0";"0"
"E";"2019-12-25";"2019-12-26";"1012.2048";"89.58";"0.01";"1158.25";"1032.4";"1129.8958";"11862.57";"20541.95";"0";"0"
"E";"2019-12-24";"2019-12-25";"1012.1142";"89.58";"0";"1344.89";"1299.5";"1129.8958";"11862.67";"20541.68";"0";"0"
"E";"2019-12-23";"2019-12-24";"1012.066";"89.57";"0";"1211.11";"1509.3";"1129.8958";"11862.71";"20541.59";"0";"0"
"E";"2019-12-22";"2019-12-23";"1012.1027";"89.57";"0.03";"1625.89";"1285.8";"1129.8978";"11862.9";"20541.21";"0";"0"
"E";"2019-12-21";"2019-12-22";"1011.7488";"89.54";"0.03";"1491.93";"1193.8";"1129.8978";"11863.08";"20540.74";"0";"0"
"E";"2019-12-20";"2019-12-21";"1011.4356";"89.52";"-0.06";"992.86";"1619.8";"1129.8978";"11863.12";"20540.64";"0";"0"
"E";"2019-12-19";"2019-12-20";"1012.0701";"89.57";"-0.07";"1079.75";"1853.5";"1129.8978";"11863.41";"20539.86";"0";"0"
"E";"2019-12-18";"2019-12-19";"1012.8398";"89.64";"-0.18";"498.76";"2535";"1129.8978";"11863.33";"20540.08";"0";"0"
"E";"2019-12-17";"2019-12-18";"1014.8886";"89.87";"-0.22";"612.23";"3051";"1129.2803";"11863.3";"20540.16";"0";"0"
"E";"2019-12-16";"2019-12-17";"1017.3286";"90.09";"-0.25";"463.54";"3296.3";"1129.2773";"11863.31";"20540.14";"0";"0"
"E";"2019-12-15";"2019-12-16";"1020.199";"90.34";"-0.11";"1075.9";"2339.5";"1129.2753";"11863.29";"20540.06";"0";"0"
"E";"2019-12-14";"2019-12-15";"1021.471";"90.45";"-0.15";"846.06";"2529.2";"1129.2753";"11863.35";"20539.89";"0";"0"
"E";"2019-12-13";"2019-12-14";"1023.158";"90.6";"-0.34";"404.71";"4199.2";"1129.2753";"11863.21";"20540.28";"0";"0"
"E";"2019-12-12";"2019-12-13";"1026.9839";"90.94";"-0.44";"303.78";"5192.8";"1129.2576";"11862.87";"20541.16";"0";"0"
"E";"2019-12-11";"2019-12-12";"1031.9303";"91.38";"-0.42";"268.48";"4918.4";"1129.2576";"11862.47";"20542.22";"0";"0"
"E";"2019-12-10";"2019-12-11";"1036.6232";"91.8";"-0.35";"346.98";"4286.2";"1129.2576";"11862.22";"20542.88";"0";"0"
"E";"2019-12-09";"2019-12-10";"1040.5622";"92.15";"-0.27";"530.15";"3585.1";"1129.2576";"11862.07";"20543.28";"0";"0"
"E";"2019-12-08";"2019-12-09";"1043.6051";"92.41";"-0.02";"1630.91";"1828.5";"1129.2655";"11862.52";"20542.59";"0";"0"
"E";"2019-12-07";"2019-12-08";"1043.7781";"92.43";"-0.13";"1052.53";"2532.6";"1129.2655";"11862.63";"20542.29";"0";"0"
"E";"2019-12-06";"2019-12-07";"1045.2687";"92.56";"-0.27";"528.24";"4133.6";"1129.2655";"11862.2";"20543.44";"0";"0"
"E";"2019-12-05";"2019-12-06";"1048.3326";"92.83";"-0.39";"258.48";"4688.7";"1129.2655";"11863.14";"20540.96";"0";"0"
"E";"2019-12-04";"2019-12-05";"1052.7912";"93.23";"-0.37";"361.46";"4492";"1129.2655";"11862.8";"20541.85";"0";"0"
"E";"2019-12-03";"2019-12-04";"1056.9312";"93.59";"-0.32";"435.9";"3976.6";"1129.2655";"11862.69";"20542.14";"0";"0"
"E";"2019-12-02";"2019-12-03";"1060.4904";"93.91";"-0.34";"217.53";"3881.9";"1129.2655";"11862.2";"20543.43";"0";"0"
"E";"2019-12-01";"2019-12-02";"1064.2946";"94.25";"0.03";"606.06";"2484.1";"1129.2773";"11862.31";"20543.89";"0";"0"
"E";"2019-11-30";"2019-12-01";"1063.91";"94.22";"-0.26";"602.31";"2106.5";"1129.1723";"11862.43";"20506.26";"0";"0"
"E";"2019-11-29";"2019-11-30";"1066.7963";"94.48";"-0.05";"554.62";"1719.7";"1129.1723";"11862.27";"20506.67";"0";"0"
"E";"2019-11-28";"2019-11-29";"1067.3911";"94.53";"-0.03";"989.46";"1357.6";"1129.1723";"11862.37";"20506.41";"0";"0"
"E";"2019-11-27";"2019-11-28";"1067.7541";"94.56";"-0.05";"1216.49";"1825.1";"1129.1723";"11862.81";"20505.27";"0";"0"
"E";"2019-11-26";"2019-11-27";"1068.3462";"94.61";"-0.07";"960.88";"1729.4";"1129.1698";"11887.38";"20506.4";"0";"0"
"E";"2019-11-25";"2019-11-26";"1069.1164";"94.68";"-0.13";"684.73";"2208.4";"1129.1698";"11887.15";"20507.01";"0";"0"
"E";"2019-11-24";"2019-11-25";"1070.6393";"94.82";"-0.01";"1247.51";"1321.9";"1129.177";"11887.61";"20478.64";"0";"0"
"E";"2019-11-23";"2019-11-24";"1070.7169";"94.82";"-0.02";"1297.12";"1520.9";"1129.1638";"11887.82";"20478.09";"0";"0"
"E";"2019-11-22";"2019-11-23";"1070.9434";"94.84";"-0.21";"430.36";"2794.1";"1129.1528";"11887.32";"20479.43";"0";"0"
"E";"2019-11-21";"2019-11-22";"1073.3148";"95.06";"-0.36";"187.43";"4222.8";"1129.1291";"11886.56";"20481.43";"0";"0"
"E";"2019-11-20";"2019-11-21";"1077.3317";"95.41";"-0.43";"221.08";"4013";"1129.1291";"11885.77";"20483.5";"0";"0"
"E";"2019-11-19";"2019-11-20";"1082.1324";"95.84";"-0.32";"264.92";"3864.5";"1129.1156";"11885.18";"20485.07";"0";"0"
"E";"2019-11-18";"2019-11-19";"1085.749";"96.16";"-0.23";"314.67";"2906.5";"1129.1021";"11884.83";"20485.99";"0";"0"
"E";"2019-11-17";"2019-11-18";"1088.3338";"96.39";"-0.1";"535.97";"1662";"1129.069";"11884.55";"20485.49";"0";"0"
"E";"2019-11-16";"2019-11-17";"1089.4626";"96.49";"-0.13";"403.92";"1831.3";"1129.061";"11884.54";"20485.51";"0";"0"
"E";"2019-11-15";"2019-11-16";"1090.911";"96.62";"-0.14";"236.19";"2484.9";"1129.061";"11884.53";"20485.55";"0";"0"
"E";"2019-11-14";"2019-11-15";"1092.5137";"96.76";"-0.21";"247.87";"2606.3";"1129.061";"11874.46";"20329.02";"0";"0"
"E";"2019-11-13";"2019-11-14";"1094.8725";"96.97";"-0.19";"285.5";"2367.7";"1129.061";"11964.37";"20279.29";"0";"0"
"E";"2019-11-12";"2019-11-13";"1096.9843";"97.16";"-0.17";"282.77";"2163.7";"1129.061";"11964.38";"20279.25";"0";"0"
"E";"2019-11-11";"2019-11-12";"1098.87";"97.33";"-0.13";"355.83";"1784.7";"1129.061";"11967.19";"20290.48";"0";"0"
"E";"2019-11-10";"2019-11-11";"1100.3112";"97.45";"-0.02";"505.52";"754.4";"1129.0865";"11988.6";"20365.97";"0";"0"
"E";"2019-11-09";"2019-11-10";"1100.564";"97.47";"0";"674.42";"710.1";"1129.0865";"11988.62";"20365.92";"0";"0"
"E";"2019-11-08";"2019-11-09";"1100.604";"97.48";"-0.07";"310.65";"1192.8";"1129.0865";"11988.57";"20366.05";"0";"0"
"E";"2019-11-07";"2019-11-08";"1101.4393";"97.55";"-0.02";"279.36";"722";"1129.0865";"11988.55";"20366.09";"0";"0"
"E";"2019-11-06";"2019-11-07";"1101.6763";"97.57";"-0.03";"447.18";"556.5";"1129.0866";"11988.56";"20366.08";"0";"0"
"E";"2019-11-05";"2019-11-06";"1102.0239";"97.6";"-0.01";"496.86";"608.3";"1129.0845";"11988.55";"20366.09";"0";"0"
"E";"2019-11-04";"2019-11-05";"1102.1714";"97.62";"0.04";"805.74";"329.4";"1129.0001";"11988.59";"20366";"0";"0"
"E";"2019-11-03";"2019-11-04";"1101.6831";"97.58";"0.12";"1604.81";"267.6";"1129.0001";"11988.86";"20365.27";"0";"0"
"E";"2019-11-02";"2019-11-03";"1100.3317";"97.46";"0.13";"1834.38";"381.2";"1129.0001";"11989.24";"20364.26";"0";"0"
"E";"2019-11-01";"2019-11-02";"1098.8637";"97.32";"0.06";"647.77";"862.8";"1129.1028";"11989.28";"20364.18";"0";"0"
"E";"2019-10-31";"2019-11-01";"1098.1605";"97.27";"-0.36";"543.35";"2098.3";"1128.9889";"11989.23";"20364.29";"0";"0"
"E";"2019-10-30";"2019-10-31";"1102.1968";"97.63";"-0.11";"489.11";"1712.1";"1128.9889";"11988.92";"20365.12";"0";"0"
"E";"2019-10-29";"2019-10-30";"1103.405";"97.73";"-0.1";"417.81";"1524.6";"1128.9833";"11988.65";"20365.83";"0";"0"
"E";"2019-10-28";"2019-10-29";"1104.5378";"97.84";"0";"555.88";"835.2";"1128.9271";"11988.54";"20366.13";"0";"0"
"E";"2019-10-27";"2019-10-28";"1104.5617";"97.84";"0.11";"1341.4";"180.5";"1128.9192";"11988.45";"20365.87";"0";"0"
"E";"2019-10-26";"2019-10-27";"1103.3128";"97.65";"0.15";"1868.62";"148";"1129.866";"12157.38";"20633.35";"0";"0"
"E";"2019-10-25";"2019-10-26";"1101.6668";"97.59";"0.04";"904.41";"403.6";"1128.9032";"11988.57";"20365.54";"0";"0"
"E";"2019-10-24";"2019-10-25";"1101.162";"97.54";"0.05";"649.72";"371.1";"1128.902";"11988.58";"20365.52";"0";"0"
"E";"2019-10-23";"2019-10-24";"1100.6428";"97.5";"-0.06";"590.71";"476.8";"1128.902";"11988.57";"20365.55";"0";"0"
"E";"2019-10-22";"2019-10-23";"1101.3015";"97.56";"-0.01";"581.84";"651.5";"1128.896";"11988.57";"20365.55";"0";"0"
"E";"2019-10-21";"2019-10-22";"1101.3723";"97.56";"0.02";"713.74";"468.2";"1128.896";"11988.58";"20365.51";"0";"0"
"E";"2019-10-20";"2019-10-21";"1101.144";"97.54";"-0.02";"1474.63";"223.6";"1128.8763";"11988.56";"20320.19";"0";"0"
"E";"2019-10-19";"2019-10-20";"1101.4035";"97.57";"0.09";"1291.98";"225.4";"1128.8763";"11988.64";"20319.98";"0";"0"
"E";"2019-10-18";"2019-10-19";"1100.3575";"97.47";"0.01";"813.79";"691.9";"1128.8763";"11988.65";"20319.97";"0";"0"
"E";"2019-10-17";"2019-10-18";"1100.2592";"97.47";"0.03";"761.25";"498.5";"1128.875";"11988.66";"20319.95";"0";"0"
"E";"2019-10-16";"2019-10-17";"1099.9134";"97.44";"0.05";"876.47";"289.3";"1128.7998";"11975.67";"20273.49";"0";"0"
"E";"2019-10-15";"2019-10-16";"1099.3996";"97.46";"0.05";"898.15";"279.2";"1128.0648";"11964.73";"20234.07";"0";"0"
"E";"2019-10-14";"2019-10-15";"1098.8033";"97.41";"0.06";"1033.22";"310.1";"1128.0621";"11967.75";"20244.74";"0";"0"
"E";"2019-10-13";"2019-10-14";"1098.1648";"97.35";"0.18";"2190.22";"153.9";"1128.0817";"11989.39";"20291.76";"0";"0"
"E";"2019-10-12";"2019-10-13";"1096.1419";"97.17";"0.12";"1805.56";"455.9";"1128.0817";"11989.68";"20290.98";"0";"0"
"E";"2019-10-11";"2019-10-12";"1094.758";"97.05";"0.06";"1215.55";"550.6";"1128.0817";"11989.45";"20291.59";"0";"0"
"E";"2019-10-10";"2019-10-11";"1094.1185";"97";"0.58";"1071.81";"653.1";"1128.0037";"11988.64";"20286.62";"0";"0"
"E";"2019-10-09";"2019-10-10";"1087.5438";"97.28";"0.01";"954.82";"871.4";"1117.9722";"11988.45";"20287.12";"0";"0"
"E";"2019-10-08";"2019-10-09";"1087.4707";"97.27";"0.01";"833.94";"745.2";"1117.9673";"11988.39";"20287.27";"0";"0"
"E";"2019-10-07";"2019-10-08";"1087.4011";"97.27";"-0.05";"900.21";"862.4";"1117.9581";"11988.28";"20235.08";"0";"0"
"E";"2019-10-06";"2019-10-07";"1087.9604";"97.32";"0.15";"1829.42";"316.8";"1117.9521";"11988.53";"20234.66";"0";"0"
"E";"2019-10-05";"2019-10-06";"1086.3335";"97.17";"0.12";"1591.53";"298.2";"1117.9521";"11988.58";"20234.52";"0";"0"
"E";"2019-10-04";"2019-10-05";"1085.0216";"97.05";"0.01";"1090.64";"1020.9";"1117.9521";"11988.41";"20234.97";"0";"0"
"E";"2019-10-03";"2019-10-04";"1084.943";"97.05";"0.02";"1121.78";"933";"1117.8958";"11988.39";"20235.02";"0";"0"
"E";"2019-10-02";"2019-10-03";"1084.7558";"97.04";"0.12";"1347.65";"505";"1117.8958";"11988.41";"20234.97";"0";"0"
"E";"2019-10-01";"2019-10-02";"1083.3939";"96.92";"0.27";"1774.47";"317";"1117.8396";"11988.59";"20234.5";"0";"0"
"E";"2019-09-30";"2019-10-01";"1080.3771";"96.68";"0";"1786.11";"239.2";"1117.454";"11986.45";"20233.72";"0";"0"
"E";"2019-09-29";"2019-09-30";"1080.3918";"96.69";"0.23";"2719.61";"200";"1117.3684";"11985.63";"20230.8";"0";"0"
"E";"2019-09-28";"2019-09-29";"1077.8755";"96.47";"0.21";"2516.63";"199.7";"1117.3684";"11985.74";"20230.53";"0";"0"
